cid,text,time,author,channel,votes,replies,photo,heart,reply,time_parsed,paid
Ugw7c2tgp1E-lPEYy3p4AaABAg,"Sekarang menonton pesta babi tetapi setelah sawah ini jadi , kita akan melihat pesta panen dan selayaknya warga setempat menikmatinya......gunakan logika berfikir",1 day ago,@siswoyo4786,UCTbhh8pJTPGD7C8ET5BC6SA,0,,https://yt3.ggpht.com/ytc/AIdro_kmLLDIVAQnUDiEhGKULGglnE7I-JZxxHFiGLafVWo=s88-c-k-c0x00ffffff-no-rj,False,False,1781591557.119521,
UgzInH3aF8rX-DBN00Z4AaABAg,papua pisah dr indonesia  kalian kaya,2 days ago,@suyatmisuyatmi-qi4gf,UC1LbeF11rGbhjjYNJR8378g,0,,https://yt3.ggpht.com/ytc/AIdro_momCzWinqemrHVRkrALpkqOgWMuuCZmQETvZkxuCGOrH4d_knhnFbGxobnamVu-3gWDA=s88-c-k-c0x00ffffff-no-rj,False,False,1781505157.121182,
Ugymycxu1AkJYn_UKhd4AaABAg,"Film dokumenter pesanan asing 2 yg ingin tetap pesta diatas penderitaan dan kemiskinan rakyat Papua,,jgn mau diadu domba saudara2ku❤
Puluhan tahun kita dibohong2i para asing2 yh yg tdk ingin Indonesia maju",3 days ago,@afrizaldy4022,UCQtO6mNsME7rUtX-7UyNtsQ,0,,https://yt3.ggpht.com/ytc/AIdro_kNi7hNJwfEJRofz6R-goCY3X4t7F8oezOgj25Y2sfbFEI=s88-c-k-c0x00ffffff-no-rj,False,False,1781418757.122631,
Ugxkop2zjq6H8rDkpVB4AaABAg,TOLONG SEMUA BIOSKOP TAYANGKAN INI SANGAT PENTING! BILA PERLU PAS 17 AGUTUS NANTI PUTAR BESAR-BESARAN DI ISTANA NEGARA,3 days ago,@RikartinoRikartino,UCamCr0fECDG10GcH6nKz4Aw,0,,https://yt3.ggpht.com/ytc/AIdro_ktgf3psRkAgKqgtBrHqhFCpTwn8CtlBGMPzkRqQ28gVAm_OArHXAgXv_ztPUnBWg1sIA=s88-c-k-c0x00ffffff-no-rj,False,False,1781418757.124077,
UgzIJzc2TM8SopRVrSF4AaABAg,"Titip syair untuk film ini


Bumiku yang Dirampas

Bumiku yang merdeka telah dirampas,
bukan dengan dentuman meriam,
melainkan perlahan,
oleh tangan-tangan yang mengaku membawa kemajuan.

Hutan tumbang, sungai mengering,
langit kehilangan warna birunya.
Di tanah yang diwariskan leluhur,
aku melihat jejak-jejak kehilangan tumbuh setiap hari.

Sementara itu, cita-citaku
masih terbaring di antara tumpukan mimpi,
terombang-ambing oleh waktu,
dibuai harapan yang tak kunjung menemukan pantainya.

Aku berjalan membawa tanya,
menyusuri jalan yang penuh ketidakpastian.
Kepada angin, kepada malam, kepada bintang-bintang yang diam,
aku menitipkan pertanyaan yang sama:

Kapan semua ini akan tercapai?
Kapan keadilan kembali pulang ke tanah ini?
Kapan mimpi-mimpi berhenti menjadi bayang-bayang,
dan menjelma kenyataan yang dapat kugenggam?

Namun di tengah gelap yang panjang,
aku memilih menjaga nyala kecil di dada.
Sebab selama harapan belum padam,
selama langkah masih mampu bergerak,

aku percaya,
suatu hari nanti bumiku akan kembali bernapas merdeka,
dan cita-cita yang lama terbuai mimpi
akan bangun, berdiri, lalu tumbuh menjadi kenyataan.

D.R. Saputra
13 06 2026",4 days ago (edited),@AstrayDs-e1w,UCBbVLT445avW9VrZIRraetA,0,,https://yt3.ggpht.com/ytc/AIdro_lO1bg78qyz0HR_ZIH8s5qeSfzYr9fVSd1DukOaqgMnQ42rwYpPYWufcdbL9Z9Zby0O7g=s88-c-k-c0x00ffffff-no-rj,False,False,1781332357.12553,
UgyysYPwHQ24X8f9gIN4AaABAg,"Pesta para Babi pembangunan. Ini gila, konyol. Mengatasi masalah dengan membuat masalah yang lebih besar.",4 days ago,@stevewara9981,UCmb1cGBgvLPCzGquOqkpv5A,0,,https://yt3.ggpht.com/ytc/AIdro_lcImigwWDsWB6xlF7NcUwCsA5ibegPWEURh-KLToQmYWLO=s88-c-k-c0x00ffffff-no-rj,False,False,1781332357.12695,
Ugzi7IzN4xmXqU5mhrV4AaABAg,VIRALKAN,4 days ago,@Jayalah-Pelaut,UCzFceOQWyR2F9v9VJHmX2cQ,0,,https://yt3.ggpht.com/s4yQ9VjxRXa3mhwzSDv38_CPscLt2UCavJSlW8ondvyJMBtaIQcpiHzJhT6SkQ3w7QSmMDEMHg=s88-c-k-c0x00ffffff-no-rj,False,False,1781332357.128369,
UgwZAyMBbNt1adsI_zt4AaABAg,V,4 days ago,@Jayalah-Pelaut,UCzFceOQWyR2F9v9VJHmX2cQ,0,,https://yt3.ggpht.com/s4yQ9VjxRXa3mhwzSDv38_CPscLt2UCavJSlW8ondvyJMBtaIQcpiHzJhT6SkQ3w7QSmMDEMHg=s88-c-k-c0x00ffffff-no-rj,False,False,1781332357.129769,
UgyNhdmPVJV6KZrdybV4AaABAg,VIRALKAN,4 days ago,@Jayalah-Pelaut,UCzFceOQWyR2F9v9VJHmX2cQ,0,,https://yt3.ggpht.com/s4yQ9VjxRXa3mhwzSDv38_CPscLt2UCavJSlW8ondvyJMBtaIQcpiHzJhT6SkQ3w7QSmMDEMHg=s88-c-k-c0x00ffffff-no-rj,False,False,1781332357.131193,
UgzY1fH9b4M8Dof9s-94AaABAg,VIRALKAN,4 days ago,@Jayalah-Pelaut,UCzFceOQWyR2F9v9VJHmX2cQ,0,,https://yt3.ggpht.com/s4yQ9VjxRXa3mhwzSDv38_CPscLt2UCavJSlW8ondvyJMBtaIQcpiHzJhT6SkQ3w7QSmMDEMHg=s88-c-k-c0x00ffffff-no-rj,False,False,1781332357.132718,
UgwSUbc0JCi56AJcNV54AaABAg,VIRALKAN,4 days ago,@Jayalah-Pelaut,UCzFceOQWyR2F9v9VJHmX2cQ,0,,https://yt3.ggpht.com/s4yQ9VjxRXa3mhwzSDv38_CPscLt2UCavJSlW8ondvyJMBtaIQcpiHzJhT6SkQ3w7QSmMDEMHg=s88-c-k-c0x00ffffff-no-rj,False,False,1781332357.134142,
UgwbyLnqGwE6h5mTuFB4AaABAg,VIRALKAN,4 days ago,@Jayalah-Pelaut,UCzFceOQWyR2F9v9VJHmX2cQ,0,,https://yt3.ggpht.com/s4yQ9VjxRXa3mhwzSDv38_CPscLt2UCavJSlW8ondvyJMBtaIQcpiHzJhT6SkQ3w7QSmMDEMHg=s88-c-k-c0x00ffffff-no-rj,False,False,1781332357.135539,
UgwiIfMhkM8rGLixijF4AaABAg,VIRALKAN,4 days ago,@Jayalah-Pelaut,UCzFceOQWyR2F9v9VJHmX2cQ,0,,https://yt3.ggpht.com/s4yQ9VjxRXa3mhwzSDv38_CPscLt2UCavJSlW8ondvyJMBtaIQcpiHzJhT6SkQ3w7QSmMDEMHg=s88-c-k-c0x00ffffff-no-rj,False,False,1781332357.136958,
Ugz9dpccxPz3xLhG1Vh4AaABAg,VIRALKAN,4 days ago,@Jayalah-Pelaut,UCzFceOQWyR2F9v9VJHmX2cQ,0,,https://yt3.ggpht.com/s4yQ9VjxRXa3mhwzSDv38_CPscLt2UCavJSlW8ondvyJMBtaIQcpiHzJhT6SkQ3w7QSmMDEMHg=s88-c-k-c0x00ffffff-no-rj,False,False,1781332357.13847,
Ugw-b-skSgtZV7Gp3F54AaABAg,VIRALKAN,4 days ago,@Jayalah-Pelaut,UCzFceOQWyR2F9v9VJHmX2cQ,0,,https://yt3.ggpht.com/s4yQ9VjxRXa3mhwzSDv38_CPscLt2UCavJSlW8ondvyJMBtaIQcpiHzJhT6SkQ3w7QSmMDEMHg=s88-c-k-c0x00ffffff-no-rj,False,False,1781332357.140036,
UgxXFyR7YTCae48z56d4AaABAg,VIRALKAN,4 days ago,@Jayalah-Pelaut,UCzFceOQWyR2F9v9VJHmX2cQ,0,,https://yt3.ggpht.com/s4yQ9VjxRXa3mhwzSDv38_CPscLt2UCavJSlW8ondvyJMBtaIQcpiHzJhT6SkQ3w7QSmMDEMHg=s88-c-k-c0x00ffffff-no-rj,False,False,1781332357.14153,
UgzO9Jw_qDLetZ7Nyht4AaABAg,VIRALKAN,4 days ago,@Jayalah-Pelaut,UCzFceOQWyR2F9v9VJHmX2cQ,0,,https://yt3.ggpht.com/s4yQ9VjxRXa3mhwzSDv38_CPscLt2UCavJSlW8ondvyJMBtaIQcpiHzJhT6SkQ3w7QSmMDEMHg=s88-c-k-c0x00ffffff-no-rj,False,False,1781332357.142942,
Ugymt5ycjGAZpRLhFjN4AaABAg,VIRALKAN,4 days ago,@Jayalah-Pelaut,UCzFceOQWyR2F9v9VJHmX2cQ,0,,https://yt3.ggpht.com/s4yQ9VjxRXa3mhwzSDv38_CPscLt2UCavJSlW8ondvyJMBtaIQcpiHzJhT6SkQ3w7QSmMDEMHg=s88-c-k-c0x00ffffff-no-rj,False,False,1781332357.144356,
UgwXepUvZsXswY7VZBt4AaABAg,Semoga pupua semakin maju dan tidak diperbodoh dan di adu domba oleh bangsa lain.,6 days ago (edited),@andrinovian6412,UCGOWKbFUXHXB8o3tlhSoceA,0,,https://yt3.ggpht.com/ytc/AIdro_lV1MwhxakWXXHUdZak0zuE_C6Bg_Z-jYvAKD_7rBGXqQ=s88-c-k-c0x00ffffff-no-rj,False,False,1781159557.145765,
Ugz3EQDK8XDw4lTOiIR4AaABAg,Adu domba lagi,6 days ago,@al1thamrin554,UC3-ijWK6kjQsMvn54IzRS9g,0,,https://yt3.ggpht.com/ytc/AIdro_nNP7QHDS_sSuFsHIpDvh3PMgIdnTCAXT1bM-JkyIpK634=s88-c-k-c0x00ffffff-no-rj,False,False,1781159557.147178,
UgwwQp--9rxCjQ1pRbF4AaABAg,"Awas! Ini Film Propaganda Barat.
Dibuat sengaja untuk memunculkan perbedaan, provokasi, perlawanan palsu.

Papua sengaja, dibiarkan tidak boleh berpikir maju, minim informasi, tetap kelaparan, dengan begitu mudah memelihara pemberontakan.",7 days ago,@KelinciMerah-o6r,UCCQTKSrarTl0HTVMdJmY7mA,0,,https://yt3.ggpht.com/ytc/AIdro_miAAAPZKICt45qLVk9PCfhKibQpsxJuYKJ1jCv5OhzuED7_B4kfBYRTHdu6Lm8ocHlAQ=s88-c-k-c0x00ffffff-no-rj,False,False,1781073157.423871,
Ugxy3tS8gd4vJP6--Xt4AaABAg,Jumlah tentara yg ditugaskan di papua malah jauh lbih banyak drpd prajurit yg dikirim jd pasukan perdamaian dilebanon yg sekitar 2700 prajurit tni,7 days ago,@AgungNungroho,UCJZfRd76i98jBbs0m7w4CmA,0,,https://yt3.ggpht.com/ytc/AIdro_nLOZiVoOnOY9sRG6PEfbeJQZgNEc94Ld_-R0YhapW-QHpFlNNHtQIwpPu8VJKX5wVYKg=s88-c-k-c0x00ffffff-no-rj,False,False,1781073157.425454,
Ugx6W0CrpWZYR3BLh1h4AaABAg,🎉🎉🎉🎉🤝🤝🤝🤝🚬🚬🚬🚬💣💣💣💣🛸🛸🛸🛸,7 days ago,@JamiahMamat,UCguy9p1fTlsrOFFyiIRxmvQ,0,,https://yt3.ggpht.com/l-wcQAt7QvIzn3lMnaxdnlxlaJ2rDH5O-93jxMutm1L7tZQVWtJmbw93HzrptJzPCzlET6V2=s88-c-k-c0x00ffffff-no-rj,False,False,1781073157.426897,
UgxPwDj7-0DLXn2rM_J4AaABAg,Lanjutkan pak Prabowo...,8 days ago,@dalohaedukasi5601,UCbuyrakjeTayZQAm3PbV5bA,0,,https://yt3.ggpht.com/_2YAvwwC5uhq8RhuHom4qr0hOvPJlS6q9uN2d5YEpFX-eYyQhZLmI8sWPS7AmSPWbYVfm94=s88-c-k-c0x00ffffff-no-rj,False,False,1780986757.428339,
UgxfngVffKp0hhA4roB4AaABAg,"Lahan yg dibuka pemerintah di Sumatera lebih luas daripada di papua kenapa cuma dipapua yg ada pesta Babi...

Lanjutkan pak Prabowo ini pasti ada yg tidk senang indonesia hidup damai....

Indonesia menuju mandiri pangan makanya banyak Asing yg tdk senang 😂😂😂",8 days ago,@dalohaedukasi5601,UCbuyrakjeTayZQAm3PbV5bA,0,,https://yt3.ggpht.com/_2YAvwwC5uhq8RhuHom4qr0hOvPJlS6q9uN2d5YEpFX-eYyQhZLmI8sWPS7AmSPWbYVfm94=s88-c-k-c0x00ffffff-no-rj,False,False,1780986757.429743,
Ugwu1VF_JgyXzhrfMgV4AaABAg,Orang Islam boleh nonton gak soalnya takut haram😅,9 days ago,@DikaFirmansyah-m1x,UCu7VjxBrPAMF-aNesh7AEoQ,1,,https://yt3.ggpht.com/k-Hq4HBmAYpikMQpzYGvEEfNdpkVuS62C09UF9xIAHEoaNV3neIb5LZx0MerFDQ4k6yodGjWFRs=s88-c-k-c0x00ffffff-no-rj,False,False,1780900357.431293,
Ugw6_OIse6tEOdNNS4d4AaABAg,"Ayo jangan mau di adu domba, indonesia lagi mau menuju lebih baik, udah sua sembada pangan ngak import malah export beras ini kan prestasi cenerlag sepanjang sejarah, saya selaku pegani padi dan sawit merasakan kemajuan yang sangat bagus berkat pemerintah, jangan mau di adu domba kaya gini, ini beda judul beda isi....",9 days ago,@berburuseru230,UCb99M6rzsHI03d0qB9e4dCw,0,,https://yt3.ggpht.com/ytc/AIdro_kPvQXtsaHtjFtBWE-wHs5Q9eTlgA7aOImz1GFmrhVOQw=s88-c-k-c0x00ffffff-no-rj,False,False,1780900357.432712,
Ugw7lmmC_HGi6CHysNF4AaABAg,"Antek² isrewel suka bgt film kek gini kena buat senjata didanai intrnasional mreka suka bgt nyari kaum minoritas yg merasa dikucilkan lalu mreka dukung didanai ditunggangi brsama kepentingan mreka,,gue yakin dibalik semua ini jika dirangkum bisa brdujul yg sebenarnya ( NKRI VS siasat elit global )",9 days ago,@benjobumble1447,UCkZiXjz9BD6HORDMVkku55Q,0,,https://yt3.ggpht.com/ytc/AIdro_k0NKNHofnuOr45b52euUD0R7NPCn5XB7sVoZfxRWlAI-s=s88-c-k-c0x00ffffff-no-rj,False,False,1780900357.434144,
Ugwfp1wcld8P-rTDuul4AaABAg,Saya sampaikan saya akan lawan,10 days ago,@SumarnaImron,UCSfOPESJ9o2wp3h0db81xXQ,0,,https://yt3.ggpht.com/1Q4nV9zxv21UiULitjowyvFnErYJcaYXnfqLKTCV55lDiL4S72WqE68TV9H4j6FHy3dM1PnuOQ=s88-c-k-c0x00ffffff-no-rj,False,False,1780813957.435553,
UgztAKHnshWY1RPSjWt4AaABAg,Dendy Laksono… Hmmmm namanya Jawa banget! Apa dia kagak tau kalo sukunya dr dulu yg ngerampok sda Papua 😂😂😂😂,10 days ago,@BDGbdg-f5j,UCwxr3CHhmQjxJ5Fv2eK5hXQ,0,,https://yt3.ggpht.com/ytc/AIdro_nGeYh4-7xWgW6DckTvLxzkztWhki3wHKZvfiwhyygVMpsmB4doNmyVapsBxqo15mDYCQ=s88-c-k-c0x00ffffff-no-rj,False,False,1780813957.436957,
Ugx5lbGX7zQuQ6VJlWd4AaABAg,Pembuat film pesta babi adalah grup ODGJ nya alias peliharaannya george soros,11 days ago,@suryahadinata468,UCdY6Z5_mLlCQAtcj-ndp83g,0,,https://yt3.ggpht.com/N5JfKakx5H57qbPSTZP3UmlEYuLALYElBHkfILAvO4Uyq9Wch_-_7w_3cQBgIBIbpBrRl0wi=s88-c-k-c0x00ffffff-no-rj,False,False,1780727557.43839,
UgxhudCFUQmbxBG5hwt4AaABAg,yaauloh malah babi babian,11 days ago,@lindaferniaty947,UCS2t1NnQD1zqnOrEdsDPrxw,0,,https://yt3.ggpht.com/ytc/AIdro_kHkjpJIjOuNPJ4AWGoWGgCGaxuPOYXtdNE72iRpRRJAvCER6FQuyBHf4QsAK3dVMtSgQ=s88-c-k-c0x00ffffff-no-rj,False,False,1780727557.439803,
UgyuLDt4EA-4nMTVTVV4AaABAg,😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,11 days ago,@lindaferniaty947,UCS2t1NnQD1zqnOrEdsDPrxw,0,,https://yt3.ggpht.com/ytc/AIdro_kHkjpJIjOuNPJ4AWGoWGgCGaxuPOYXtdNE72iRpRRJAvCER6FQuyBHf4QsAK3dVMtSgQ=s88-c-k-c0x00ffffff-no-rj,False,False,1780727557.441254,
Ugxk6vU7esHhSH4j4Ct4AaABAg,1:26 pak bahlil🤨(my littel bolu ketan,11 days ago,@christyeunike,UCWL-mv_Lp--gWR9q12O9CJg,0,,https://yt3.ggpht.com/YpWGg2jO9NGGkaQaLkfscrX1CVCHkfm4NqyP2T9OvQ90FFdrdsVVN0RgF-fH6pT4Tmb59FNeEaA=s88-c-k-c0x00ffffff-no-rj,False,False,1780727557.442652,
UgyqtdtUeaIsVMnaWrZ4AaABAg,Pemerintah otak maling semua,11 days ago,@MustakimTakim-g2o3s,UC1DaeaLK5vCEWS0rm_hTX1Q,0,,https://yt3.ggpht.com/GTAULHWaG3LQqLmlhDqZiHyAeC8lBPQyIyY99IeqqP2JTD-MzqJG8qOlNN7TiI-0g7RIBCRK5M0=s88-c-k-c0x00ffffff-no-rj,False,False,1780727557.44416,
UgzmdWg3Oyj_LOzA2LJ4AaABAg,"Kelapa sawit akarnya hanya di permukaan tanah, sedangkan pohon besar yg akarnya tertanam di bumi, dimusnahkan. Pohon besar itu adalah penyelamat bumi.... 

Dan lagi... Tambang2 muncul di mana², sbg salah satu penghancur bumi.... 🥺
Menyedihkan... 🥺🥺🥺",12 days ago (edited),@kumulaidgnbismillah,UCfPwry8z-uLmO2fvBe8sj-w,0,,https://yt3.ggpht.com/PavX90rfZq1_NDvzPE84_uiEhDCNHsAWCxzEOkzcR8pqH91DgGf8UIBTk8BRQGqKlxOlfE_E=s88-c-k-c0x00ffffff-no-rj,False,False,1780641157.445565,
UgxbD-14FHd0kByTiVp4AaABAg,"di jawa makana nasi harga 5 ribu ada 10 ada makana enak seba murah banyak karna apa krna mandiri semua tersedia dari peratanian peternakan energi fasilitas pabrik ada semua bisa makan enak murah sehat gk ada yg kelaparan. laah papua gak ada pa apa mau di usahakan malah buat film pesta babi ya sudah makan saja itu babi tiap hari yang ahrganya jutaan, anak kecil kelaparan makan seadanya faktor gk ada apa apa serba mahal orang tua sulit kasih makan anaknya yg bergizi yg enak yg murah karna gk mandiri pangan di papua",12 days ago,@Acunapaadanya,UCopMc2hMd30g0r6mI-qI73w,0,,https://yt3.ggpht.com/ytc/AIdro_ka_OJb0XNJYDEohFXLN9aw8SQx2wooMyAYwzwnScVwBS5AeOdo4U3-cDL-EXswMyKilw=s88-c-k-c0x00ffffff-no-rj,False,False,1780641157.447018,
UgxxnIfcw0WFXGTS9LF4AaABAg,Ngeri ya permainan jos soros,12 days ago,@akyasulaqli927,UCfhnW0msbT0LYOMXAa_HmnQ,0,,https://yt3.ggpht.com/ytc/AIdro_mo13q_xSvnBLoJuTMr6FKXOxOw11KSWLe4pn7pAnk=s88-c-k-c0x00ffffff-no-rj,False,False,1780641157.448439,
UgzTkO2MUZupuV3VLn54AaABAg,"This needs to go more and more viral. We need the world to see this. Also, what a clever title and what a captivating trailer.",12 days ago (edited),@reihanamuryani8391,UCs_eJ2iUq_jkBnmVX3KrwyQ,0,,https://yt3.ggpht.com/ytc/AIdro_leQnz6ll8PDmD5gqi5FejHaSU0lhJu26gVYAm9OECNzN8g=s88-c-k-c0x00ffffff-no-rj,False,False,1780641157.449847,
UgxVTYdkC69u3ysIVj14AaABAg,Murahan.. konten provokatif yang mendanai asing... Jangan mau di cuci otak dari penghianat bangsa.,13 days ago,@SudanBer,UCDIsGg_CzSqrPjzw90_EVFw,0,,https://yt3.ggpht.com/ytc/AIdro_lA7jr0LZvBQFLmBc7jijnVjyoazsJEdCveoYk4bFvSLqy3mJRIVzhAwp7IKIkTOUTl9A=s88-c-k-c0x00ffffff-no-rj,False,False,1780554757.451263,
UgyL2htZKw3n1XfPdW14AaABAg,Saat nya rakyat Indonesia bergerak turunkan presiden cpat,13 days ago,@IyanDawet,UCIDk4a7tZ-hUXZjZSboRKcw,0,,https://yt3.ggpht.com/ytc/AIdro_l01BbL5lABX-SbH32JPbtxYFTw0q_8IG6OWmxVRCh7FG4ikXjaFwgCw3dicMdaW20FGg=s88-c-k-c0x00ffffff-no-rj,False,False,1780554757.711124,
UgxHqVnhJLSD8QXSrZl4AaABAg,Gmna p president malah bikin gundul hutan mrampas mlik warga yang,13 days ago,@IyanDawet,UCIDk4a7tZ-hUXZjZSboRKcw,0,,https://yt3.ggpht.com/ytc/AIdro_l01BbL5lABX-SbH32JPbtxYFTw0q_8IG6OWmxVRCh7FG4ikXjaFwgCw3dicMdaW20FGg=s88-c-k-c0x00ffffff-no-rj,False,False,1780554757.712719,
UgzSTc9f7_mvn9iSazd4AaABAg,VIRALKAN,13 days ago,@Jayalah-Pelaut,UCzFceOQWyR2F9v9VJHmX2cQ,0,,https://yt3.ggpht.com/s4yQ9VjxRXa3mhwzSDv38_CPscLt2UCavJSlW8ondvyJMBtaIQcpiHzJhT6SkQ3w7QSmMDEMHg=s88-c-k-c0x00ffffff-no-rj,False,False,1780554757.714196,
UgxcYfLrjwPQg2Hcm7F4AaABAg,VIRALKAN,13 days ago,@Jayalah-Pelaut,UCzFceOQWyR2F9v9VJHmX2cQ,0,,https://yt3.ggpht.com/s4yQ9VjxRXa3mhwzSDv38_CPscLt2UCavJSlW8ondvyJMBtaIQcpiHzJhT6SkQ3w7QSmMDEMHg=s88-c-k-c0x00ffffff-no-rj,False,False,1780554757.715616,
UgzsejmZZAAow9I6jhF4AaABAg,VIRALKAN,13 days ago,@Jayalah-Pelaut,UCzFceOQWyR2F9v9VJHmX2cQ,0,,https://yt3.ggpht.com/s4yQ9VjxRXa3mhwzSDv38_CPscLt2UCavJSlW8ondvyJMBtaIQcpiHzJhT6SkQ3w7QSmMDEMHg=s88-c-k-c0x00ffffff-no-rj,False,False,1780554757.717073,
UgwSeBYfHIa7GsoZuH14AaABAg,VIRALKAN,13 days ago,@Jayalah-Pelaut,UCzFceOQWyR2F9v9VJHmX2cQ,0,,https://yt3.ggpht.com/s4yQ9VjxRXa3mhwzSDv38_CPscLt2UCavJSlW8ondvyJMBtaIQcpiHzJhT6SkQ3w7QSmMDEMHg=s88-c-k-c0x00ffffff-no-rj,False,False,1780554757.718481,
Ugx6ExngZ2WjwJEdA154AaABAg,VIRALKAN,13 days ago,@Jayalah-Pelaut,UCzFceOQWyR2F9v9VJHmX2cQ,0,,https://yt3.ggpht.com/s4yQ9VjxRXa3mhwzSDv38_CPscLt2UCavJSlW8ondvyJMBtaIQcpiHzJhT6SkQ3w7QSmMDEMHg=s88-c-k-c0x00ffffff-no-rj,False,False,1780554757.719894,
UgwtqzJ5RrGgAEZ4nNh4AaABAg,VIRALKAN,13 days ago,@Jayalah-Pelaut,UCzFceOQWyR2F9v9VJHmX2cQ,0,,https://yt3.ggpht.com/s4yQ9VjxRXa3mhwzSDv38_CPscLt2UCavJSlW8ondvyJMBtaIQcpiHzJhT6SkQ3w7QSmMDEMHg=s88-c-k-c0x00ffffff-no-rj,False,False,1780554757.721314,
Ugy1D5bclzNPdIqqpAx4AaABAg,VIRALKAN,13 days ago,@Jayalah-Pelaut,UCzFceOQWyR2F9v9VJHmX2cQ,0,,https://yt3.ggpht.com/s4yQ9VjxRXa3mhwzSDv38_CPscLt2UCavJSlW8ondvyJMBtaIQcpiHzJhT6SkQ3w7QSmMDEMHg=s88-c-k-c0x00ffffff-no-rj,False,False,1780554757.722724,
UgwFQcDJ3R7UV1i19tB4AaABAg,VIRALKAN,13 days ago,@Jayalah-Pelaut,UCzFceOQWyR2F9v9VJHmX2cQ,0,,https://yt3.ggpht.com/s4yQ9VjxRXa3mhwzSDv38_CPscLt2UCavJSlW8ondvyJMBtaIQcpiHzJhT6SkQ3w7QSmMDEMHg=s88-c-k-c0x00ffffff-no-rj,False,False,1780554757.724174,
UgwLatZWl0sAHj0FGNF4AaABAg,VIRALKAN,13 days ago,@Jayalah-Pelaut,UCzFceOQWyR2F9v9VJHmX2cQ,0,,https://yt3.ggpht.com/s4yQ9VjxRXa3mhwzSDv38_CPscLt2UCavJSlW8ondvyJMBtaIQcpiHzJhT6SkQ3w7QSmMDEMHg=s88-c-k-c0x00ffffff-no-rj,False,False,1780554757.725599,
UgxraqdqczSmo-MesDx4AaABAg,"Ni dah sama seperti flm Avatar
Dimana pandora di rusak ekosistem alam tidak stabil",13 days ago,@bayulegianis1995,UCqEQqhKv9shFYOgmYwHnQSA,0,,https://yt3.ggpht.com/ytc/AIdro_nEv1Zt6FTednIGTuXL9kPv9Lufe8iQctQ6JvVoon0=s88-c-k-c0x00ffffff-no-rj,False,False,1780554757.727016,
Ugy_YQ_UGBwt-2e_tod4AaABAg,Pesta babi untuk gereja 🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩,13 days ago,@orfclksc,UCQ6w0soVhL5ZeWDk9ea71VQ,0,,https://yt3.ggpht.com/ytc/AIdro_kgS-O_WTrXcldY7R9KTXjX6U7PLuHZYk2A7IUSidAlYgjEmIfLydVrkJ4EJ7tfDb-m3g=s88-c-k-c0x00ffffff-no-rj,False,False,1780554757.728495,
UgwLJkVyqw3yF-iFc2V4AaABAg,"Jadi begini lo kawan2 ketika Masyarakat Papua Terus terbiarkan terbelakang, terisolir dan tertutup dengan Perkembangan Zaman maka kita semua yg akan Rugi manakala Negara Memang butuh sumber daya alamnya berikut sumber daya manusianya untuk kemajuan Negara kita tahu pasti bahwa Papua termasuk salah satu provinsi yg memiliki Sumberdaya Mineral Energi yg Melimpah juga masih banyak lahan Subur yg bisa kita kembangkan untuk swasembada pangan. Omongan2 orang Munafik yg mengatakan Indonesia hanya mengeruk saja tanpa memperhatikan manusianya Justru jika Masyarakat Papua bisa lebih Persuasif kalian juga yg akan merasakan Berkahnya berapa banyak Putra/putri Daerah Papua yg berkesempatan berkerja di Tambang2 Papua... Jadi sudahlah manut saja kalian sama Pemerintah",13 days ago,@Amir_Umar1220,UC-5SdiPb9j7RFyBWFSoIsrA,0,,https://yt3.ggpht.com/I4S30dlfCGJROUHhOOBGAsf87NyizOCGUEQl1iKXk5zrHoW93-AQFpVWA0L81ufFYpVW_Ktriw=s88-c-k-c0x00ffffff-no-rj,False,False,1780554757.729908,
UgyD4izbCH_y4a-lyz94AaABAg,"Kalau rakyat papua ingin keluar dari Indonesia itu sudah wajar dan pantas karena tongkah laku negara sendiri sudah seperti penjajah , Untuk apa bertahan kalau di sakiti terus menerus selama bertahun-tahun lebih baik keluar PAPUA MERDEKA",2 weeks ago,@rhezagaming1228,UCLzqzGUfmI78yAeFxUMDRuw,0,,https://yt3.ggpht.com/ytc/AIdro_lc0BV45lI1RdCfTaxidVk0oeCjQh7S6czQLHd3OHGV45XTQjUdo78Q-fSrADdKz_RrRA=s88-c-k-c0x00ffffff-no-rj,False,False,1780468357.7314,
UgxawkCitCFhD-qrt5V4AaABAg,Saya dari maluku sangat setuju kalau papua Merdeka,2 weeks ago,@rhezagaming1228,UCLzqzGUfmI78yAeFxUMDRuw,0,,https://yt3.ggpht.com/ytc/AIdro_lc0BV45lI1RdCfTaxidVk0oeCjQh7S6czQLHd3OHGV45XTQjUdo78Q-fSrADdKz_RrRA=s88-c-k-c0x00ffffff-no-rj,False,False,1780468357.732921,
UgxpOru9tzQbuyegXi14AaABAg,"Rilis Official MBG Dangdut 

https://youtu.be/vOZkuui6odY?si=0iBUH82NYbvqm0jb",2 weeks ago,@edworldpremi1268,UC5jd6le-jEzRAwfX1YtNx_g,0,,https://yt3.ggpht.com/ytc/AIdro_lc29VQ3KCFd3Azx0KIfAuQcYBypmdU1CgscN-uz_WA7Z4=s88-c-k-c0x00ffffff-no-rj,False,False,1780468357.734387,
